shipment_id,sale_id,origin_store_id,destination_address,transport_mode,carrier,departure_date,arrival_date,status,distance,cost
13371,14878,9,"д. Кировск (Ленин.), ш. Макарова, д. 6/3 стр. 206, 784794",Морской,ТрансЛогистик,2023-11-16 18:22:00,2023-11-19 08:22:00,Доставлено,983,583.61
13372,14879,8,"п. Раменское, ш. Заливное, д. 4 стр. 13, 189375",Авиа,ЛогистикПро,2023-11-14 15:18:00,2023-11-14 23:18:00,Доставлено,554,835.42
13373,14880,3,"к. Тюмень, ш. Ключевое, д. 48 стр. 860, 042328",Грузовик,ЛогистикПро,2023-09-12 23:28:00,2023-09-15 19:28:00,Доставлено,512,446.67
13374,14881,4,"п. Уэлен, бул. Герцена, д. 3, 598248",Грузовик,ТрансЛогистик,2023-08-05 17:27:00,2023-08-07 16:27:00,Доставлено,574,490.88
13375,14882,3,"п. Троицк (Моск.), бул. Тульский, д. 61 к. 56, 183177",ЖД,ТрансЛогистик,2023-12-19 11:33:00,2023-12-20 20:33:00,Доставлено,942,768.75
13376,14883,9,"к. Волоколамск, пер. Пушкинский, д. 9 стр. 83, 763477",Авиа,ТрансЛогистик,2023-03-02 23:59:00,2023-03-05 18:59:00,Доставлено,676,1049.08
13377,14884,3,"ст. Хоста, пер. Ясный, д. 2 стр. 87, 852165",Грузовик,ТрансЛогистик,2023-12-04 01:27:00,2023-12-05 03:27:00,Доставлено,624,363.63
13378,14885,6,"ст. Ростов, пр. Иванова, д. 199, 753740",Грузовик,ЭкспрессДоставка,2023-10-12 02:16:00,2023-10-14 03:16:00,Доставлено,883,1155.94
13379,14886,2,"с. Ачхой Мартан, ул. Таманская, д. 2 стр. 10, 880784",Морской,ЭкспрессДоставка,2023-07-07 03:34:00,2023-07-07 10:34:00,Доставлено,483,664.97
13380,14887,9,"п. Верхний Уфалей, пер. Комарова, д. 3 к. 5, 171390",Авиа,ЛогистикПро,2023-02-24 03:03:00,2023-02-26 21:03:00,Доставлено,809,555.73
13381,14888,1,"г. Урус-Мартан, алл. Рязанская, д. 4/6, 499286",Грузовик,ЛогистикПро,2023-01-19 01:28:00,2023-01-21 16:28:00,Доставлено,602,389.24
13382,14889,7,"ст. Чикола, бул. Ломоносова, д. 98 к. 2, 515757",Грузовик,ЛогистикПро,2023-05-08 02:43:00,2023-05-09 11:43:00,Доставлено,792,817.53
13383,14890,1,"г. Асбест, бул. Чапаева, д. 83 к. 569, 110772",Грузовик,ЭкспрессДоставка,2023-04-24 01:02:00,2023-04-25 22:02:00,Доставлено,732,366.5
13384,14891,5,"д. Орск, алл. Рыбацкая, д. 5/7 стр. 87, 191300",Авиа,ТрансЛогистик,2023-05-24 04:23:00,2023-05-26 00:23:00,Доставлено,954,1173.48
13385,14892,7,"г. Тулпан, бул. Лунный, д. 43 стр. 7, 282796",Авиа,ЭкспрессДоставка,2023-05-22 23:09:00,2023-05-24 14:09:00,Доставлено,415,529.67
13386,14893,9,"ст. Абинск, пр. Балтийский, д. 1/8 к. 7, 453880",ЖД,ТрансЛогистик,2023-10-03 06:15:00,2023-10-04 05:15:00,Доставлено,490,562.94
13387,14894,6,"к. Меренга, пер. Коммунаров, д. 218, 106274",Авиа,ЛогистикПро,2023-11-08 12:15:00,2023-11-10 16:15:00,Доставлено,680,1310.17
13388,14895,5,"клх Добрянка, алл. Заречная, д. 66 стр. 61, 980401",Морской,ЛогистикПро,2023-03-03 18:55:00,2023-03-05 22:55:00,Доставлено,803,1346.39
13389,14896,5,"с. Малоярославец, ш. Украинское, д. 42 к. 959, 448794",Авиа,ЛогистикПро,2023-12-28 12:49:00,2023-12-31 07:49:00,Доставлено,411,388.38
13390,14897,9,"п. Боровск, пер. Дружба, д. 55 к. 7/5, 463074",Морской,ТрансЛогистик,2023-06-02 04:56:00,2023-06-04 14:56:00,Доставлено,226,214.12
13391,14898,10,"клх Урус-Мартан, ул. Целинная, д. 13 стр. 6/6, 946955",ЖД,ТрансЛогистик,2023-01-10 02:59:00,2023-01-10 19:59:00,Доставлено,471,494.74
13392,14899,9,"п. Елатьма, наб. Короленко, д. 30 стр. 15, 776287",ЖД,ТрансЛогистик,2023-11-21 03:28:00,2023-11-23 21:28:00,Доставлено,727,1322.22
13393,14900,6,"с. Ханты-Мансийск, пр. Отрадный, д. 48 стр. 346, 132287",Авиа,ЭкспрессДоставка,2023-12-17 19:24:00,2023-12-18 04:24:00,Доставлено,830,629.03
13394,14901,1,"г. Соликамск, пр. Песчаный, д. 53 к. 7, 566565",ЖД,ТрансЛогистик,2023-03-08 01:24:00,2023-03-09 01:24:00,Доставлено,328,386.68
13395,14902,5,"п. Красноселькуп, ул. Советов, д. 1/8 стр. 5, 167604",Морской,ЛогистикПро,2023-10-02 18:29:00,2023-10-04 01:29:00,Доставлено,445,735.21
13396,14903,1,"ст. Данков, наб. Красных Партизан, д. 5/8 к. 8/5, 345234",ЖД,ЛогистикПро,2023-12-08 02:53:00,2023-12-09 02:53:00,Доставлено,987,1730.58
13397,14904,4,"п. Дербент, ул. Сахалинская, д. 8/8 стр. 95, 201741",Морской,ЛогистикПро,2023-06-28 08:49:00,2023-06-29 16:49:00,Доставлено,555,401.64
13398,14905,5,"к. Диксон, ш. Вокзальное, д. 4/2 стр. 304, 001218",ЖД,ЭкспрессДоставка,2023-06-12 09:09:00,2023-06-12 17:09:00,Доставлено,305,584.77
13399,14906,2,"с. Петушки, бул. Минина, д. 8/3, 277110",Авиа,ЭкспрессДоставка,2023-04-07 22:18:00,2023-04-08 15:18:00,Доставлено,445,512.75
13400,14908,10,"с. Жуковский, ул. Казачья, д. 4/9, 833416",Морской,ЛогистикПро,2023-06-26 16:49:00,2023-06-28 06:49:00,Доставлено,489,922.93
13401,14909,6,"д. Двинской, бул. Надежды, д. 981 стр. 48, 881429",ЖД,ЭкспрессДоставка,2023-02-02 23:21:00,2023-02-05 16:21:00,Доставлено,905,673.46
13402,14910,4,"д. Владикавказ, пр. Кубанский, д. 6/6 к. 9/8, 663674",Грузовик,ЭкспрессДоставка,2023-08-23 05:12:00,2023-08-25 15:12:00,Доставлено,334,530.73
13403,14911,1,"ст. Казань, пр. Уральский, д. 1/1, 644786",Авиа,ЭкспрессДоставка,2023-12-03 13:19:00,2023-12-04 18:19:00,Доставлено,983,1621.08
13404,14912,5,"п. Моздок, бул. Ермака, д. 1, 702580",ЖД,ЭкспрессДоставка,2023-12-18 05:28:00,2023-12-21 04:28:00,Доставлено,778,1175.69
13405,14913,7,"с. Белогорск (Амур.), алл. Нагорная, д. 1 стр. 7/8, 421669",ЖД,ТрансЛогистик,2023-04-17 19:12:00,2023-04-17 20:12:00,Доставлено,192,156.98
13406,14914,2,"клх Егорьевск, наб. Локомотивная, д. 7/2 стр. 4, 333431",Морской,ТрансЛогистик,2023-05-14 14:15:00,2023-05-14 15:15:00,Доставлено,222,271.51
13407,14915,3,"п. Прохладный, бул. Литейный, д. 16 стр. 9, 872405",Авиа,ЭкспрессДоставка,2023-08-25 17:23:00,2023-08-27 20:23:00,Доставлено,703,898.34
13408,14916,1,"г. Алагир, пер. Сенной, д. 5/7 к. 301, 014008",Морской,ЛогистикПро,2023-10-03 03:46:00,2023-10-06 01:46:00,Доставлено,713,709.87
13409,14918,2,"к. Певек, ш. Менделеева, д. 62 к. 32, 927719",ЖД,ТрансЛогистик,2023-04-02 02:27:00,2023-04-03 17:27:00,Доставлено,359,195.37
13410,14919,3,"п. Бугуруслан, пер. Гайдара, д. 6 стр. 4/1, 428898",Грузовик,ЭкспрессДоставка,2023-12-28 22:58:00,2023-12-29 14:58:00,Доставлено,623,1065.18
13411,14920,6,"г. Махачкала, алл. Фабричная, д. 3/9 стр. 3, 651475",Авиа,ТрансЛогистик,2023-09-06 09:29:00,2023-09-08 14:29:00,Доставлено,200,350.16
13412,14921,2,"с. Печора, пр. Кузнецкий, д. 7/6 стр. 2/6, 267493",ЖД,ЛогистикПро,2023-02-26 02:38:00,2023-02-28 08:38:00,Доставлено,755,1495.12
13413,14922,9,"г. Уэлен, бул. Водников, д. 12 стр. 8/8, 775309",Авиа,ТрансЛогистик,2023-03-03 16:52:00,2023-03-03 23:52:00,Доставлено,212,378.6
13414,14923,2,"к. Сусуман, алл. Культуры, д. 5/9 к. 23, 927082",ЖД,ЛогистикПро,2023-03-12 18:19:00,2023-03-14 19:19:00,Доставлено,75,85.09
13415,14924,9,"к. Торжок, ш. Зои Космодемьянской, д. 2 к. 7, 615066",ЖД,ТрансЛогистик,2023-03-23 22:11:00,2023-03-26 06:11:00,Доставлено,400,284.92
13416,14926,3,"к. Поронайск, наб. Южная, д. 803 к. 3/1, 213102",Грузовик,ТрансЛогистик,2023-01-12 07:34:00,2023-01-14 12:34:00,Доставлено,652,426.69
13417,14927,10,"к. Чайковский, пер. Степной, д. 9/6 стр. 46, 457634",Авиа,ЛогистикПро,2023-11-10 03:00:00,2023-11-11 01:00:00,Доставлено,344,395.09
13418,14929,6,"п. Певек, пер. Городской, д. 58 стр. 2, 215523",Авиа,ЭкспрессДоставка,2023-01-08 01:59:00,2023-01-10 22:59:00,Доставлено,720,861.05
13419,14930,9,"с. Дудинка, наб. Гончарова, д. 801 стр. 9/5, 808991",Морской,ЛогистикПро,2023-08-19 02:14:00,2023-08-19 11:14:00,Доставлено,874,701.47
13420,14931,10,"ст. Троицк (Моск.), ул. Демьяна Бедного, д. 58, 524625",Грузовик,ТрансЛогистик,2023-10-15 21:15:00,2023-10-18 13:15:00,Доставлено,197,238.23
13421,14933,10,"д. Арсеньев, пр. Механический, д. 969 стр. 8, 964170",Морской,ЭкспрессДоставка,2023-08-21 00:30:00,2023-08-21 23:30:00,Доставлено,270,456.14
13422,14934,1,"д. Игарка, бул. Ильича, д. 2, 176425",Авиа,ЛогистикПро,2023-04-01 22:31:00,2023-04-04 21:31:00,Доставлено,867,1221.11
13423,14936,5,"с. Тикси, ш. Совхозное, д. 6/1, 116311",Морской,ЛогистикПро,2023-12-07 02:10:00,2023-12-08 19:10:00,Доставлено,974,596.74
13424,14937,6,"к. Пермь, пер. Крылова, д. 574 к. 213, 191172",Морской,ЛогистикПро,2023-07-25 00:49:00,2023-07-27 04:49:00,Доставлено,126,72.2
13425,14938,1,"г. Ербогачен, пр. Средний, д. 2/6 к. 33, 244338",Грузовик,ЛогистикПро,2023-11-18 09:39:00,2023-11-21 03:39:00,Доставлено,389,375.39
13426,14939,10,"клх Киренск, алл. Тепличная, д. 7 стр. 18, 893436",Авиа,ЭкспрессДоставка,2023-04-03 05:20:00,2023-04-06 05:20:00,Доставлено,903,1498.17
13427,14941,7,"п. Выборг, пр. Терешковой, д. 529 стр. 9, 807732",Авиа,ЭкспрессДоставка,2023-06-08 23:08:00,2023-06-11 11:08:00,Доставлено,499,256.26
13428,14942,7,"клх Губкин, пер. Выгонный, д. 6 стр. 84, 314246",Морской,ЭкспрессДоставка,2023-06-14 07:32:00,2023-06-17 04:32:00,Доставлено,68,91.44
13429,14943,8,"клх Зеленогорск (Ленин.), бул. Тополиный, д. 5 стр. 274, 963264",Авиа,ТрансЛогистик,2023-05-03 07:05:00,2023-05-05 19:05:00,Доставлено,21,15.48
13430,14944,5,"с. Минусинск, наб. Заозерная, д. 4/5 к. 33, 384305",ЖД,ЭкспрессДоставка,2023-02-05 20:13:00,2023-02-06 20:13:00,Доставлено,656,405.96
13431,14945,2,"г. Норильск, наб. Социалистическая, д. 6 к. 7/6, 119483",Грузовик,ЭкспрессДоставка,2023-11-22 19:49:00,2023-11-24 14:49:00,Доставлено,321,187.14
13432,14946,2,"с. Усть-Ордынский, наб. Заозерная, д. 6 к. 94, 526003",ЖД,ЛогистикПро,2023-07-23 16:11:00,2023-07-25 12:11:00,Доставлено,313,282.83
13433,14947,4,"с. Яр-Сале, ул. Ставропольская, д. 5 стр. 994, 914793",ЖД,ЛогистикПро,2023-08-04 06:04:00,2023-08-07 04:04:00,Доставлено,568,923.48
13434,14948,10,"ст. Кизляр, алл. Братская, д. 95 к. 275, 836845",Грузовик,ЭкспрессДоставка,2023-04-09 18:06:00,2023-04-10 00:06:00,Доставлено,430,699.93
13435,14949,5,"п. Токсово, пер. Котовского, д. 1/2 стр. 6, 492628",Грузовик,ЛогистикПро,2023-06-17 14:08:00,2023-06-18 05:08:00,Доставлено,880,560.27
13436,14950,5,"ст. Ярославль, наб. Песчаная, д. 1/2 стр. 198, 214013",Морской,ТрансЛогистик,2023-10-13 19:09:00,2023-10-16 13:09:00,Доставлено,536,594.24
13437,14951,10,"к. Ижевск, алл. Техническая, д. 6/9 к. 86, 453528",Авиа,ТрансЛогистик,2023-06-23 07:04:00,2023-06-24 04:04:00,Доставлено,744,1104.64
13438,14952,5,"с. Нижний Тагил, ул. Российская, д. 23 стр. 1/7, 525411",Морской,ЛогистикПро,2023-05-30 11:45:00,2023-06-01 23:45:00,Доставлено,592,1075.4
13439,14953,9,"ст. Уренгой, пр. Профсоюзный, д. 7 к. 9, 721225",Авиа,ЛогистикПро,2023-06-03 21:33:00,2023-06-05 10:33:00,Доставлено,173,325.15
13440,14954,10,"д. Чехов, ш. Гоголя, д. 3/3 к. 6/8, 202460",Авиа,ЛогистикПро,2023-07-20 09:18:00,2023-07-20 14:18:00,Доставлено,736,715.69
13441,14955,4,"с. Кондопога, алл. Светлая, д. 422 к. 271, 836686",ЖД,ЛогистикПро,2023-08-09 22:41:00,2023-08-11 17:41:00,Доставлено,701,915.06
13442,14956,1,"ст. Улан-Удэ, алл. Володарского, д. 9 стр. 7/5, 492187",ЖД,ТрансЛогистик,2023-02-24 18:29:00,2023-02-27 14:29:00,Доставлено,289,504.13
13443,14957,4,"с. Эльтон, ш. Ломоносова, д. 25 стр. 93, 650106",Авиа,ЭкспрессДоставка,2023-10-08 04:27:00,2023-10-08 12:27:00,Доставлено,595,918.47
13444,14958,9,"к. Южно-Сахалинск, бул. Звездный, д. 8 стр. 568, 291892",Морской,ЭкспрессДоставка,2023-07-07 10:02:00,2023-07-10 05:02:00,Доставлено,803,959.39
13445,14959,2,"ст. Сургут (Хант.), наб. Просвещения, д. 90 к. 6, 721530",ЖД,ЛогистикПро,2023-01-14 04:09:00,2023-01-14 18:09:00,Доставлено,71,136.8
13446,14960,4,"к. Лесной (Сверд.), наб. Проезжая, д. 66 к. 364, 204498",ЖД,ЭкспрессДоставка,2023-07-27 01:19:00,2023-07-28 19:19:00,Доставлено,976,634.48
13447,14961,1,"п. Пушкин, пер. Новоселов, д. 730 стр. 98, 201847",Грузовик,ЭкспрессДоставка,2023-01-18 20:29:00,2023-01-18 22:29:00,Доставлено,697,1210.44
13448,14962,5,"с. Подольск, пер. Пограничный, д. 630 к. 8/9, 618735",Морской,ЭкспрессДоставка,2023-03-15 04:45:00,2023-03-15 05:45:00,Доставлено,7,13.98
13449,14963,7,"с. Видное, наб. Фабричная, д. 9 к. 6/4, 161410",Авиа,ЛогистикПро,2023-06-07 10:21:00,2023-06-07 22:21:00,Доставлено,437,503.84
13450,14964,7,"г. Кемерово, ш. Гоголя, д. 46 стр. 7, 523194",Авиа,ТрансЛогистик,2023-08-15 08:32:00,2023-08-16 10:32:00,Доставлено,810,1334.57
13451,14965,2,"п. Братск, бул. Кочубея, д. 60, 408665",Морской,ЭкспрессДоставка,2023-10-31 00:31:00,2023-10-31 18:31:00,Доставлено,605,616.23
13452,14966,8,"клх Токсово, наб. Тупиковая, д. 96 к. 81, 674331",Авиа,ТрансЛогистик,2023-03-20 22:06:00,2023-03-23 01:06:00,Доставлено,400,550.43
13453,14967,9,"д. Наро-Фоминск, пр. Марта 8, д. 191, 451154",Авиа,ЭкспрессДоставка,2023-08-14 19:34:00,2023-08-16 17:34:00,Доставлено,708,1210.46
13454,14968,3,"к. Далматово, алл. Тимирязева, д. 956 к. 82, 396532",Авиа,ЛогистикПро,2023-11-09 23:38:00,2023-11-12 14:38:00,Доставлено,236,214.04
13455,14970,3,"ст. Куртамыш, бул. Заозерный, д. 4/7, 712391",ЖД,ТрансЛогистик,2023-08-25 16:53:00,2023-08-26 01:53:00,Доставлено,482,663.09
13456,14971,5,"клх Соликамск, алл. Гагарина, д. 2, 940758",Грузовик,ЛогистикПро,2023-01-30 10:34:00,2023-01-30 13:34:00,Доставлено,250,206.18
13457,14972,9,"ст. Геленджик, наб. Ленина, д. 2 стр. 4, 591170",Морской,ЭкспрессДоставка,2023-09-09 17:27:00,2023-09-10 11:27:00,Доставлено,731,1086.28
13458,14973,3,"г. Юрюзань, пер. Тульский, д. 6 к. 400, 232621",Морской,ЭкспрессДоставка,2023-05-21 15:50:00,2023-05-23 01:50:00,Доставлено,125,77.63
13459,14974,2,"г. Кондопога, пер. 9 мая, д. 7/6, 755147",Морской,ЭкспрессДоставка,2023-03-02 11:41:00,2023-03-04 18:41:00,Доставлено,585,360.67
13460,14975,3,"с. Набережные Челны, ул. Прудная, д. 563 к. 386, 527956",ЖД,ЛогистикПро,2023-09-30 16:01:00,2023-10-03 02:01:00,Доставлено,65,71.9
13461,14976,8,"к. Кострома, ул. Ольховая, д. 733 стр. 357, 072315",Авиа,ТрансЛогистик,2023-05-02 11:02:00,2023-05-02 21:02:00,Доставлено,175,100.5
13462,14977,2,"п. Лянтор, пер. Тупиковый, д. 9 стр. 3, 684692",Морской,ТрансЛогистик,2023-12-02 19:34:00,2023-12-03 11:34:00,Доставлено,391,310.1
13463,14978,10,"к. Губкин, ул. Гвардейская, д. 614 к. 525, 586310",Морской,ЛогистикПро,2023-02-20 02:54:00,2023-02-20 19:54:00,Доставлено,147,173.22
13464,14979,9,"с. Шаховская, алл. Красина, д. 1 к. 2/4, 536008",ЖД,ЛогистикПро,2023-12-17 18:27:00,2023-12-20 10:27:00,Доставлено,905,1137.21
13465,14980,3,"п. Прохладный, пр. Высоцкого, д. 69 к. 2/7, 090863",Морской,ЛогистикПро,2023-04-29 14:42:00,2023-05-01 06:42:00,Доставлено,559,413.51
13466,14981,8,"с. Хатанга, алл. Дорожная, д. 368 стр. 71, 430996",Авиа,ЛогистикПро,2023-01-18 18:08:00,2023-01-19 04:08:00,Доставлено,976,503.85
13467,14982,8,"к. Бреды, пр. Добролюбова, д. 7/7 стр. 59, 189638",Грузовик,ТрансЛогистик,2023-09-05 11:43:00,2023-09-06 13:43:00,Доставлено,802,1208.44
13468,14983,1,"ст. Яр-Сале, пр. Студенческий, д. 6 к. 51, 630980",Грузовик,ЭкспрессДоставка,2023-07-12 05:08:00,2023-07-12 10:08:00,Доставлено,333,337.49
13469,14984,1,"с. Элиста, пер. Степана Разина, д. 6, 009966",ЖД,ТрансЛогистик,2023-11-25 17:16:00,2023-11-28 05:16:00,Доставлено,880,1198.78
13470,14985,3,"с. Нальчик, наб. Маркса, д. 32 стр. 4/4, 886873",ЖД,ЭкспрессДоставка,2023-03-27 05:36:00,2023-03-27 09:36:00,Доставлено,962,1465.89
13471,14986,9,"к. Батайск, пр. Мелиораторов, д. 98, 465880",Грузовик,ЭкспрессДоставка,2023-10-07 02:13:00,2023-10-09 03:13:00,Доставлено,260,189.54
13472,14987,7,"к. Хатанга, бул. Профсоюзный, д. 4, 693050",ЖД,ТрансЛогистик,2023-01-07 04:25:00,2023-01-08 23:25:00,Доставлено,27,48.52
13473,14988,7,"клх Кизилюрт, пр. Привольный, д. 4, 871806",Авиа,ЭкспрессДоставка,2023-10-17 15:03:00,2023-10-19 23:03:00,Доставлено,84,139.55
13474,14989,8,"клх Дно, ш. Азина, д. 1, 975516",ЖД,ТрансЛогистик,2023-10-30 23:08:00,2023-10-31 13:08:00,Доставлено,370,310.86
13475,14990,3,"д. Ханты-Мансийск, алл. Рылеева, д. 47 к. 4/1, 439502",ЖД,ЭкспрессДоставка,2023-06-17 07:06:00,2023-06-18 01:06:00,Доставлено,629,661.72
13476,14992,1,"ст. Сладково, ул. Советской Армии, д. 4 стр. 687, 391484",Морской,ЛогистикПро,2023-05-27 08:34:00,2023-05-29 20:34:00,Доставлено,564,1051.28
13477,14993,5,"г. Руза, алл. Сплавная, д. 7/7, 603615",Авиа,ЛогистикПро,2023-11-20 13:28:00,2023-11-21 06:28:00,Доставлено,907,1151.21
13478,14994,4,"клх Омск, бул. Урицкого, д. 3/1 стр. 132, 772020",Авиа,ЛогистикПро,2023-02-24 05:07:00,2023-02-26 11:07:00,Доставлено,434,597.42
13479,14995,3,"клх Солнечногорск, пр. Сельский, д. 495 к. 438, 786762",Грузовик,ТрансЛогистик,2023-07-17 03:59:00,2023-07-19 17:59:00,Доставлено,855,1273.36
13480,14996,6,"г. Рубцовск, алл. Ставропольская, д. 7/4, 313133",Грузовик,ЛогистикПро,2023-11-10 06:43:00,2023-11-10 20:43:00,Доставлено,126,181.09
13481,14997,9,"с. Шатура, пер. Вишневый, д. 4, 574383",Морской,ЭкспрессДоставка,2023-02-08 14:17:00,2023-02-09 03:17:00,Доставлено,163,250.78
13482,14998,3,"д. Юрюзань, наб. Пушкинская, д. 98, 598691",ЖД,ТрансЛогистик,2023-07-25 20:55:00,2023-07-28 01:55:00,Доставлено,12,6.06
13483,14999,5,"д. Переславль-Залесский, наб. Челюскинцев, д. 9 стр. 6/8, 244133",Грузовик,ЭкспрессДоставка,2023-04-28 19:56:00,2023-04-30 06:56:00,Доставлено,908,895.76
13484,15000,1,"клх Кисловодск, ул. Чехова, д. 3/4 стр. 96, 424916",Грузовик,ТрансЛогистик,2023-10-14 07:03:00,2023-10-14 18:03:00,Доставлено,635,501.59
13485,15001,8,"к. Видное, пер. Волгоградский, д. 230 к. 214, 608936",Авиа,ЭкспрессДоставка,2023-04-08 14:40:00,2023-04-10 12:40:00,Доставлено,17,24.89
13486,15002,9,"клх Сарапул, наб. Водников, д. 8 к. 24, 961271",ЖД,ЛогистикПро,2023-10-21 09:07:00,2023-10-23 15:07:00,Доставлено,704,794.03
13487,15003,5,"к. Кедровый, алл. Бригадная, д. 1/8 стр. 3/5, 061313",Авиа,ЛогистикПро,2023-03-08 07:05:00,2023-03-09 07:05:00,Доставлено,638,592.18
13488,15004,7,"г. Бугуруслан, наб. Кошевого, д. 3/3 стр. 391, 603415",Грузовик,ЭкспрессДоставка,2023-10-26 17:06:00,2023-10-28 14:06:00,Доставлено,431,625.27
13489,15005,10,"клх Карабулак, ш. Чайковского, д. 6, 356209",Авиа,ЭкспрессДоставка,2023-09-02 22:48:00,2023-09-04 08:48:00,Доставлено,678,465.11
13490,15007,10,"клх Северобайкальск, пер. Безымянный, д. 1/9, 766465",Морской,ТрансЛогистик,2023-05-07 16:38:00,2023-05-10 09:38:00,Доставлено,64,97.92
13491,15008,10,"д. Ноглики, ул. Первомайская, д. 3/7 к. 260, 218784",Авиа,ТрансЛогистик,2023-07-19 09:39:00,2023-07-20 23:39:00,Доставлено,339,316.39
13492,15009,2,"п. Урус-Мартан, ул. Матросова, д. 6, 575144",Грузовик,ТрансЛогистик,2023-05-14 20:04:00,2023-05-16 09:04:00,Доставлено,633,1058.39
13493,15010,9,"г. Кулу, ул. Кирова, д. 522 стр. 775, 349077",ЖД,ЭкспрессДоставка,2023-11-10 18:06:00,2023-11-11 05:06:00,Доставлено,520,825.5
13494,15012,6,"клх Екатеринбург, ш. Павлика Морозова, д. 691, 472332",Авиа,ЛогистикПро,2023-06-17 02:34:00,2023-06-17 03:34:00,Доставлено,64,101.93
13495,15013,4,"клх Ржев, пр. Титова, д. 1/7 к. 612, 415800",Морской,ЭкспрессДоставка,2023-05-24 01:11:00,2023-05-26 13:11:00,Доставлено,157,213.99
13496,15014,9,"д. Кетченеры, бул. Гафури, д. 459, 298350",Авиа,ТрансЛогистик,2023-03-23 05:44:00,2023-03-24 09:44:00,Доставлено,923,1443.05
13497,15015,8,"п. Вытегра, наб. Приморская, д. 531 к. 504, 446627",Грузовик,ТрансЛогистик,2023-10-03 21:47:00,2023-10-05 20:47:00,Доставлено,949,785.6
13498,15016,6,"клх Новороссийка, ул. Троицкая, д. 80 к. 9, 160294",ЖД,ЭкспрессДоставка,2023-05-13 12:19:00,2023-05-15 21:19:00,Доставлено,572,338.24
13499,15017,10,"с. Шилка, ул. Торговая, д. 7 к. 5/2, 561730",Морской,ЛогистикПро,2023-11-27 23:20:00,2023-11-28 08:20:00,Доставлено,940,1498.79
13500,15018,6,"д. Мыс Шмидта, пр. Мирный, д. 9/8 стр. 834, 764537",Морской,ТрансЛогистик,2023-04-18 06:05:00,2023-04-20 01:05:00,Доставлено,13,11.4
13501,15019,1,"к. Бологое, алл. Чапаева, д. 711 стр. 40, 773548",ЖД,ЛогистикПро,2023-10-30 00:22:00,2023-11-01 12:22:00,Доставлено,415,792.23
13502,15021,4,"г. Мытищи, ул. Вольная, д. 7/3 стр. 41, 246270",Авиа,ЛогистикПро,2023-11-09 10:11:00,2023-11-10 13:11:00,Доставлено,676,614.67
13503,15022,9,"к. Алдан, ул. Волгоградская, д. 28, 554714",Морской,ТрансЛогистик,2023-09-21 21:41:00,2023-09-24 10:41:00,Доставлено,609,993.99
13504,15023,3,"к. Елатьма, пр. Белорусский, д. 560, 618553",Морской,ЭкспрессДоставка,2023-06-20 01:57:00,2023-06-21 04:57:00,Доставлено,238,369.37
13505,15024,8,"с. Волгоград, алл. Суворова, д. 751 к. 3/7, 982688",Грузовик,ЛогистикПро,2023-01-28 02:34:00,2023-01-30 12:34:00,Доставлено,305,387.52
13506,15025,4,"п. Обнинск, пр. Коллективный, д. 6 к. 4/2, 918812",Морской,ЛогистикПро,2023-11-18 16:10:00,2023-11-20 12:10:00,Доставлено,662,772.84
13507,15027,4,"г. Терскол, бул. Азина, д. 11 стр. 25, 517656",Грузовик,ТрансЛогистик,2023-01-23 19:13:00,2023-01-26 08:13:00,Доставлено,894,1425.73
13508,15028,7,"к. Катайск, алл. Кузнечная, д. 542 стр. 5, 956397",ЖД,ЛогистикПро,2023-02-02 15:51:00,2023-02-03 14:51:00,Доставлено,647,462.89
13509,15029,4,"к. Тимашевск, ул. Крестьянская, д. 546 к. 97, 592845",Грузовик,ЛогистикПро,2023-11-18 07:23:00,2023-11-20 06:23:00,Доставлено,517,833.31
13510,15030,9,"с. Североуральск, пр. Пригородный, д. 26 стр. 766, 781466",Грузовик,ЛогистикПро,2023-10-31 13:04:00,2023-11-01 08:04:00,Доставлено,162,248.91
13511,15031,2,"г. Темрюк, ш. Привольное, д. 9, 078324",ЖД,ЛогистикПро,2023-12-10 04:56:00,2023-12-12 18:56:00,Доставлено,968,865.61
13512,15032,8,"г. Кизел, пер. Трудовой, д. 40 к. 50, 494683",Морской,ЛогистикПро,2023-08-03 04:28:00,2023-08-04 22:28:00,Доставлено,372,217.9
13513,15033,2,"клх Магадан, пер. Мелиораторов, д. 2 стр. 168, 702239",Морской,ЛогистикПро,2023-06-13 18:12:00,2023-06-14 17:12:00,Доставлено,759,809.7
13514,15034,6,"с. Бугульма, ш. Главное, д. 1/9, 280847",Грузовик,ТрансЛогистик,2023-03-03 17:31:00,2023-03-03 22:31:00,Доставлено,950,713.01
13515,15035,6,"г. Чита, бул. Привольный, д. 706 к. 7/5, 180215",Морской,ЭкспрессДоставка,2023-02-15 12:51:00,2023-02-15 15:51:00,Доставлено,220,145.93
13516,15036,2,"ст. Лагань, бул. Приозерный, д. 651 к. 444, 194367",Авиа,ТрансЛогистик,2023-07-22 08:18:00,2023-07-24 16:18:00,Доставлено,914,1376.29
13517,15037,3,"ст. Иркутск, наб. Снежная, д. 6/6 стр. 843, 429344",Грузовик,ТрансЛогистик,2023-02-19 06:56:00,2023-02-21 10:56:00,Доставлено,777,455.5
13518,15038,1,"к. Кашира, пер. Абрикосовый, д. 5, 403785",Морской,ЭкспрессДоставка,2023-07-13 07:43:00,2023-07-13 23:43:00,Доставлено,522,470.81
